query,intent
Can you clarify what immunization schedule is?,clarification_request
What are booster doses exactly?,clarification_request
Can you explain what herd immunity means?,clarification_request
What does vaccine efficacy mean?,clarification_request
Can you clarify primary series vs booster?,clarification_request
What’s meant by breakthrough infection?,clarification_request
Can you explain long COVID in simple terms?,clarification_request
What do people mean by post-viral fatigue?,clarification_request
Can you clarify what chronic fatigue syndrome is?,clarification_request
What’s the difference between acute and chronic infections?,clarification_request
Can you explain the term incubation period?,clarification_request
What does contagious period mean?,clarification_request
What do they mean by herd protection?,clarification_request
Can you explain what pandemic vs epidemic means?,clarification_request
What is endemic definition?,clarification_request
What’s meant by sporadic cases?,clarification_request
Can you clarify what community spread is?,clarification_request
What does contact tracing mean?,clarification_request
Can you explain what quarantine means?,clarification_request
What’s the difference between isolation and quarantine?,clarification_request
What’s meant by asymptomatic case?,clarification_request
What do presymptomatic vs asymptomatic mean?,clarification_request
"Can you clarify what mild, moderate, severe disease means?",clarification_request
What’s a critical illness exactly?,clarification_request
Can you explain what long-term complications mean?,clarification_request
What does chronic morbidity mean?,clarification_request
Can you clarify what multimorbidity means?,clarification_request
What is secondary prevention vs primary prevention?,clarification_request
What does tertiary prevention mean?,clarification_request
Can you explain what rehabilitation involves?,clarification_request
What’s meant by lifestyle disorder?,clarification_request
Can you clarify what non-communicable disease means?,clarification_request
What is meant by communicable disease?,clarification_request
Can you explain what zoonotic disease means?,clarification_request
What’s an emerging infectious disease?,clarification_request
Can you clarify what neglected tropical disease is?,clarification_request
What do they mean by antimicrobial stewardship?,clarification_request
Can you explain personalized diet plan?,clarification_request
What’s meant by portion control?,clarification_request
Can you clarify calorie deficit vs surplus?,clarification_request
What does balanced diet mean exactly?,clarification_request
What do nutritionists mean by superfoods?,clarification_request
Can you explain what probiotics vs prebiotics mean?,clarification_request
What’s meant by hydration levels?,clarification_request
What’s BMI explained in layman terms?,clarification_request
Can you clarify what obesity grade means?,clarification_request
What do you mean by metabolic rate?,clarification_request
Can you explain basal metabolic rate?,clarification_request
What’s meant by daily recommended intake?,clarification_request
Can you clarify what optimal nutrition means?,clarification_request
What is meant by lifestyle modification program?,clarification_request
What exactly is wellness checkup?,clarification_request
Can you explain what health literacy means?,clarification_request
What do doctors mean by shared decision making?,clarification_request
Can you clarify what informed consent means?,clarification_request
What exactly is second opinion?,clarification_request
Can you explain what telemedicine means?,clarification_request
What’s meant by electronic medical record?,clarification_request
Can you clarify what patient confidentiality means?,clarification_request
What does HIPAA mean in healthcare?,clarification_request
Can you explain what clinical guidelines are?,clarification_request
What’s meant by evidence-based treatment?,clarification_request
Can you clarify standard of care?,clarification_request
What does best practice mean in medicine?,clarification_request
Can you explain prognosis vs diagnosis again?,clarification_request
What’s meant by curative treatment?,clarification_request
What does supportive care mean?,clarification_request
What does hypertension mean?,definition_request
Can you define high blood pressure?,definition_request
What is meant by hypotension?,definition_request
What does tachycardia mean?,definition_request
Can you explain what bradycardia is?,definition_request
What is arrhythmia in simple words?,definition_request
Define coronary artery disease.,definition_request
What does myocardial infarction mean?,definition_request
Can you define the term angina?,definition_request
What is cardiac arrest?,definition_request
Please define stroke.,definition_request
What does ischemic stroke mean?,definition_request
What is meant by hemorrhagic stroke?,definition_request
Can you explain atrial fibrillation?,definition_request
Define congestive heart failure.,definition_request
What does valvular disease mean?,definition_request
What is meant by pericarditis?,definition_request
Define myocarditis.,definition_request
What does endocarditis mean?,definition_request
What is rheumatic heart disease?,definition_request
Can you define asthma?,definition_request
What does COPD mean?,definition_request
Please explain emphysema.,definition_request
What is meant by chronic bronchitis?,definition_request
What does pneumonia mean?,definition_request
Define pulmonary embolism.,definition_request
What is meant by pleurisy?,definition_request
Can you define pulmonary fibrosis?,definition_request
What does interstitial lung disease mean?,definition_request
What is cystic fibrosis?,definition_request
Define sleep apnea.,definition_request
What does hypoxia mean?,definition_request
Please define oxygen saturation.,definition_request
What is meant by spirometry?,definition_request
Can you define bronchiectasis?,definition_request
What does tuberculosis mean?,definition_request
Define latent TB infection.,definition_request
What is drug-resistant TB?,definition_request
Please define viral infection.,definition_request
What does bacterial infection mean?,definition_request
Can you explain fungal infection?,definition_request
Define parasitic disease.,definition_request
What is malaria?,definition_request
What does dengue mean?,definition_request
Define chikungunya.,definition_request
What does Zika virus mean?,definition_request
What’s yellow fever?,definition_request
Can you define rabies?,definition_request
What is measles?,definition_request
Define mumps.,definition_request
What is rubella?,definition_request
Please explain polio.,definition_request
What does influenza mean?,definition_request
Define hepatitis.,definition_request
What is meant by cirrhosis?,definition_request
What is fatty liver disease?,definition_request
What is gallstone disease?,definition_request
Please define pancreatitis.,definition_request
What does gastritis mean?,definition_request
Define GERD.,definition_request
What is meant by peptic ulcer?,definition_request
What does constipation mean?,definition_request
Please define diarrhea.,definition_request
What does IBS mean?,definition_request
What is Crohn’s disease?,definition_request
Define ulcerative colitis.,definition_request
What does celiac disease mean?,definition_request
What is lactose intolerance?,definition_request
Define food allergy.,definition_request
What does anemia mean?,definition_request
Please define sickle cell anemia.,definition_request
What does thalassemia mean?,definition_request
Define aplastic anemia.,definition_request
What is leukemia?,definition_request
Please define lymphoma.,definition_request
What does multiple myeloma mean?,definition_request
Define hemophilia.,definition_request
What is meant by clotting disorder?,definition_request
Define platelet count.,definition_request
What does WBC mean?,definition_request
Please define RBC count.,definition_request
What does genetic mutation mean?,definition_request
Define genome.,definition_request
What is DNA?,definition_request
Please define RNA.,definition_request
What does protein mean in biology?,definition_request
Define hormone.,definition_request
What does enzyme mean?,definition_request
Please define antibodies.,definition_request
What is meant by antigen?,definition_request
What does vaccine mean?,definition_request
Define immunization.,definition_request
What does herd immunity mean?,definition_request
Please define booster dose.,definition_request
What is meant by herd protection?,definition_request
What does endemic mean?,definition_request
Define epidemic.,definition_request
What does pandemic mean?,definition_request
Please define outbreak.,definition_request
What does cancer mean?,definition_request
Define benign tumor.,definition_request
What does malignant tumor mean?,definition_request
Can you define metastasis?,definition_request
What is chemotherapy?,definition_request
Please define radiotherapy.,definition_request
What does immunotherapy mean?,definition_request
Define palliative care.,definition_request
What is remission?,definition_request
Define relapse.,definition_request
What does prognosis mean?,definition_request
Please define diagnosis.,definition_request
What does biopsy mean?,definition_request
Define pathology.,definition_request
What does oncology mean?,definition_request
Please define hematology.,definition_request
What is nephrology?,definition_request
Define cardiology.,definition_request
What does pulmonology mean?,definition_request
Please define neurology.,definition_request
What does psychiatry mean?,definition_request
Define psychology.,definition_request
What is psychotherapy?,definition_request
Please define CBT.,definition_request
What does OCD mean?,definition_request
Define PTSD.,definition_request
What is depression?,definition_request
Please define bipolar disorder.,definition_request
What does schizophrenia mean?,definition_request
Define autism.,definition_request
What is ADHD?,definition_request
Define anxiety disorder.,definition_request
What does panic attack mean?,definition_request
Please define phobia.,definition_request
What is dementia?,definition_request
Define Alzheimer’s disease.,definition_request
What does Parkinson’s disease mean?,definition_request
Define Huntington’s disease.,definition_request
What is multiple sclerosis?,definition_request
Please define ALS.,definition_request
What does motor neuron disease mean?,definition_request
Define neuropathy.,definition_request
What is epilepsy?,definition_request
Please define seizure.,definition_request
What does migraine mean?,definition_request
Define headache.,definition_request
What is trigeminal neuralgia?,definition_request
Please define stroke risk.,definition_request
What does aphasia mean?,definition_request
Define dysphagia.,definition_request
What does paralysis mean?,definition_request
Define hemiplegia.,definition_request
What is quadriplegia?,definition_request
Please define coma.,definition_request
What does traumatic brain injury mean?,definition_request
Define concussion.,definition_request
What is whiplash?,definition_request
Please define cervical spondylosis.,definition_request
What does sciatica mean?,definition_request
Define scoliosis.,definition_request
What is osteoporosis?,definition_request
Please define osteoarthritis.,definition_request
What does rheumatoid arthritis mean?,definition_request
Define gout.,definition_request
What is fibromyalgia?,definition_request
Please define muscular dystrophy.,definition_request
What does spina bifida mean?,definition_request
Define cerebral palsy.,definition_request
What is Down syndrome?,definition_request
Please define Turner syndrome.,definition_request
What does Klinefelter syndrome mean?,definition_request
Define fragile X syndrome.,definition_request
What is Edwards syndrome?,definition_request
Please define Patau syndrome.,definition_request
What does Marfan syndrome mean?,definition_request
Define Ehlers-Danlos syndrome.,definition_request
What is cystic fibrosis?,definition_request
Please define sickle cell disease.,definition_request
What does thalassemia mean?,definition_request
Define hemophilia.,definition_request
What is aplastic anemia?,definition_request
Please define stem cell transplant.,definition_request
What does bone marrow transplant mean?,definition_request
Define genetic counseling.,definition_request
What is gene editing?,definition_request
Please define CRISPR.,definition_request
What does cloning mean?,definition_request
Define mutation.,definition_request
What is epigenetics?,definition_request
Please define microbiome.,definition_request
What does probiotic mean?,definition_request
Define prebiotic.,definition_request
What is antioxidant?,definition_request
Please define free radicals.,definition_request
What does metabolism mean?,definition_request
Define insulin resistance.,definition_request
What is hypothyroidism?,definition_request
Please define hyperthyroidism.,definition_request
What does goiter mean?,definition_request
Define hormone replacement therapy.,definition_request
What does surgery mean?,definition_request
Define minimally invasive surgery.,definition_request
What is robotic surgery?,definition_request
Please define elective surgery.,definition_request
What does emergency surgery mean?,definition_request
Define general anesthesia.,definition_request
What is local anesthesia?,definition_request
Please define sedation.,definition_request
What does intensive care mean?,definition_request
Define ICU.,definition_request
What is triage?,definition_request
Please define ventilator.,definition_request
What does intubation mean?,definition_request
Define tracheostomy.,definition_request
What is dialysis?,definition_request
Please define hemodialysis.,definition_request
What does peritoneal dialysis mean?,definition_request
Define kidney transplant.,definition_request
What is organ rejection?,definition_request
Please define immunosuppression.,definition_request
What does blood transfusion mean?,definition_request
Define platelet transfusion.,definition_request
What is plasma exchange?,definition_request
Please define stem cell therapy.,definition_request
What does gene therapy mean?,definition_request
Define cloning in biology.,definition_request
What is regenerative medicine?,definition_request
Please define palliative surgery.,definition_request
What does curative therapy mean?,definition_request
Define supportive care.,definition_request
What is preventive healthcare?,definition_request
Please define screening.,definition_request
What does early detection mean?,definition_request
Define vaccination.,definition_request
What is immunization?,definition_request
Please define herd immunity.,definition_request
What does booster dose mean?,definition_request
Define newborn screening.,definition_request
What is genetic testing?,definition_request
Please define cancer screening.,definition_request
What does mammogram mean?,definition_request
Define Pap smear.,definition_request
What is colonoscopy?,definition_request
Please define endoscopy.,definition_request
What does sigmoidoscopy mean?,definition_request
Define bronchoscopy.,definition_request
What is biopsy?,definition_request
Please explain tumor marker.,definition_request
What does CT scan mean?,definition_request
Define MRI scan.,definition_request
What is ultrasound?,definition_request
Please define PET scan.,definition_request
What does X-ray mean?,definition_request
Define blood test.,definition_request
What is full blood count?,definition_request
Please define ESR test.,definition_request
What does CRP test mean?,definition_request
Define D-dimer test.,definition_request
What is troponin?,definition_request
Please define lipid profile.,definition_request
What does cholesterol mean?,definition_request
Define LDL cholesterol.,definition_request
What is HDL cholesterol?,definition_request
Please define triglyceride.,definition_request
What does HbA1c mean?,definition_request
Define fasting blood sugar.,definition_request
What is postprandial blood glucose?,definition_request
Please define glucose tolerance test.,definition_request
What does electrolyte test mean?,definition_request
Define sodium and potassium levels.,definition_request
What is calcium deficiency?,definition_request
Please define vitamin D deficiency.,definition_request
What does B12 deficiency mean?,definition_request
Define scurvy.,definition_request
What is rickets?,definition_request
Please define beriberi.,definition_request
What does pellagra mean?,definition_request
Define anemia.,definition_request
What is dehydration?,definition_request
Please define malnutrition.,definition_request
What does starvation mean?,definition_request
Define obesity.,definition_request
What is BMI?,definition_request
Please define calorie deficit.,definition_request
What does basal metabolic rate mean?,definition_request
Define metabolism.,definition_request
What is protein?,definition_request
Please define carbohydrate.,definition_request
What does fat mean in nutrition?,definition_request
Define dietary fiber.,definition_request
What is antioxidant?,definition_request
Please define probiotic.,definition_request
What does prebiotic mean?,definition_request
Define electrolytes.,definition_request
What is hydration?,definition_request
Please define overhydration.,definition_request
What does undernutrition mean?,definition_request
Define balanced diet.,definition_request
What is Mediterranean diet?,definition_request
Please define ketogenic diet.,definition_request
What does intermittent fasting mean?,definition_request
What does public health mean?,definition_request
Define epidemiology.,definition_request
What is biostatistics?,definition_request
Please define health policy.,definition_request
What does primary prevention mean?,definition_request
Define secondary prevention.,definition_request
What is tertiary prevention?,definition_request
Please define health promotion.,definition_request
What does risk factor mean?,definition_request
Define comorbidity.,definition_request
What is multimorbidity?,definition_request
Please define life expectancy.,definition_request
What does morbidity mean?,definition_request
Define mortality rate.,definition_request
What is incidence?,definition_request
Please define prevalence.,definition_request
What does case fatality rate mean?,definition_request
Define endemic disease.,definition_request
What is epidemic?,definition_request
Please define pandemic.,definition_request
What does outbreak mean?,definition_request
Define zoonotic disease.,definition_request
What is vector-borne disease?,definition_request
Please define waterborne disease.,definition_request
What does airborne transmission mean?,definition_request
Define contact tracing.,definition_request
What is quarantine?,definition_request
Please define isolation.,definition_request
What does incubation period mean?,definition_request
Define contagious period.,definition_request
What is asymptomatic infection?,definition_request
Please define presymptomatic.,definition_request
What does community spread mean?,definition_request
Define viral shedding.,definition_request
What is long COVID?,definition_request
Please define breakthrough infection.,definition_request
What does chronic disease mean?,definition_request
Define acute disease.,definition_request
What is terminal illness?,definition_request
Please define critical illness.,definition_request
What does progressive disease mean?,definition_request
Define remission.,definition_request
What is relapse?,definition_request
Please define flare-up.,definition_request
What does diagnosis mean?,definition_request
Define prognosis.,definition_request
What is differential diagnosis?,definition_request
Please define medical history.,definition_request
What does physical examination mean?,definition_request
Define vital signs.,definition_request
What is temperature in medical terms?,definition_request
Please define blood pressure.,definition_request
What does heart rate mean?,definition_request
Define respiratory rate.,definition_request
What is oxygen saturation?,definition_request
Please define BMI.,definition_request
What does health literacy mean?,definition_request
Define informed consent.,definition_request
What is shared decision-making?,definition_request
Please define patient confidentiality.,definition_request
What does medical ethics mean?,definition_request
Define autonomy in healthcare.,definition_request
What is beneficence?,definition_request
Please define non-maleficence.,definition_request
What does justice mean in medicine?,definition_request
Define advanced directive.,definition_request
What is DNR order?,definition_request
Please define organ donation.,definition_request
What does brain death mean?,definition_request
Define palliative sedation.,definition_request
What is hospice care?,definition_request
Please define supportive care.,definition_request
What does quality of life mean?,definition_request
Define standard of care.,definition_request
What is evidence-based medicine?,definition_request
Please define best practice.,definition_request
What does clinical guideline mean?,definition_request
Define randomized control trial.,definition_request
What is placebo?,definition_request
Please define nocebo effect.,definition_request
What does double-blind study mean?,definition_request
Define cohort study.,definition_request
What is case control study?,definition_request
Please define cross-sectional study.,definition_request
What does longitudinal study mean?,definition_request
Define biomarker.,definition_request
What is surrogate endpoint?,definition_request
Please define disease-free survival.,definition_request
What does overall survival mean?,definition_request
Define 5-year survival rate.,definition_request
What is cure rate?,definition_request
Please define recurrence rate.,definition_request
What does disease progression mean?,definition_request
Define stable disease.,definition_request
What is partial remission?,definition_request
Please define complete remission.,definition_request
What does curative therapy mean?,definition_request
Define supportive therapy.,definition_request
What is integrative medicine?,definition_request
Please define complementary medicine.,definition_request
What does alternative medicine mean?,definition_request
Define holistic healing.,definition_request
Can you diagnose my disease?,capability_inquiry
Are you able to tell me what illness I have?,capability_inquiry
Can you confirm if I have diabetes?,capability_inquiry
Are you capable of giving me a diagnosis from symptoms?,capability_inquiry
Can you predict what condition I might have?,capability_inquiry
Are you able to prescribe medicines to me?,capability_inquiry
Can you provide a prescription?,capability_inquiry
Are you capable of adjusting my medication dose?,capability_inquiry
Can you write me an antibiotic prescription?,capability_inquiry
Do you have the ability to suggest over-the-counter drugs?,capability_inquiry
Can you explain my lab test results?,capability_inquiry
Are you capable of interpreting blood reports?,capability_inquiry
Can you read my MRI scan report?,capability_inquiry
Are you able to explain what my cholesterol levels mean?,capability_inquiry
Can you check if my blood sugar results are normal?,capability_inquiry
Are you able to suggest which test I should get?,capability_inquiry
Can you tell me if I need an X-ray?,capability_inquiry
Are you capable of explaining what an ECG means?,capability_inquiry
Can you review my CT scan results?,capability_inquiry
Are you able to interpret my urine test report?,capability_inquiry
Can you create a personalized diet plan?,capability_inquiry
Do you have the ability to suggest healthy foods?,capability_inquiry
Are you capable of telling me what to eat for weight loss?,capability_inquiry
Can you suggest a meal plan for diabetes?,capability_inquiry
Are you able to prepare a nutrition chart?,capability_inquiry
Do you give exercise recommendations?,capability_inquiry
Are you capable of suggesting a workout routine?,capability_inquiry
Can you guide me through physical therapy exercises?,capability_inquiry
Do you have the ability to recommend yoga poses?,capability_inquiry
Are you able to tell me how much I should walk daily?,capability_inquiry
Can you remind me to take my medicines?,capability_inquiry
Are you able to track my daily pill schedule?,capability_inquiry
Do you have the ability to send reminders?,capability_inquiry
Can you log my blood pressure readings?,capability_inquiry
Are you capable of tracking my blood sugar values?,capability_inquiry
Do you have the ability to monitor my weight daily?,capability_inquiry
Can you store my medical reports?,capability_inquiry
Are you able to keep my health data safe?,capability_inquiry
Do you have the ability to share my reports with doctors?,capability_inquiry
Can you provide second medical opinions?,capability_inquiry
Are you able to double-check what my doctor advised?,capability_inquiry
Do you have the ability to give alternative treatment suggestions?,capability_inquiry
Can you explain what my doctor’s terms mean?,capability_inquiry
Are you capable of breaking down medical jargon?,capability_inquiry
Do you have the ability to simplify complicated reports?,capability_inquiry
Can you tell me what side effects my medicine has?,capability_inquiry
Are you able to explain drug interactions?,capability_inquiry
Do you have the ability to warn me if two drugs conflict?,capability_inquiry
Can you tell me if I’m allergic to a medicine?,capability_inquiry
Are you capable of predicting my treatment outcome?,capability_inquiry
Can you tell me how long it will take to recover?,capability_inquiry
Are you able to estimate survival chances?,capability_inquiry
Do you have the ability to explain my prognosis?,capability_inquiry
Can you refer me to a specialist doctor?,capability_inquiry
Are you capable of suggesting which doctor to see?,capability_inquiry
Do you have the ability to book a doctor’s appointment?,capability_inquiry
Can you connect me with a hospital?,capability_inquiry
Are you capable of locating nearby clinics?,capability_inquiry
Do you provide emergency medical help?,capability_inquiry
Can you send an ambulance?,capability_inquiry
Are you capable of treating emergencies online?,capability_inquiry
Do you have the ability to handle CPR guidance?,capability_inquiry
Can you tell me what to do if someone faints?,capability_inquiry
Are you able to give first aid instructions?,capability_inquiry
Do you provide vaccination guidance?,capability_inquiry
Can you tell me which vaccines I need?,capability_inquiry
Are you capable of giving travel vaccine advice?,capability_inquiry
Do you have the ability to explain vaccine side effects?,capability_inquiry
Can you track my child’s immunization schedule?,capability_inquiry
Do you help with mental health support?,capability_inquiry
Are you able to provide therapy?,capability_inquiry
Do you have the ability to diagnose depression?,capability_inquiry
Can you guide me through stress-relief exercises?,capability_inquiry
Are you capable of helping with anxiety attacks?,capability_inquiry
Do you offer meditation guidance?,capability_inquiry
Can you provide breathing exercises?,capability_inquiry
Are you capable of identifying panic disorder?,capability_inquiry
Do you give pregnancy advice?,capability_inquiry
Can you help answer questions during pregnancy?,capability_inquiry
Are you able to suggest tips for breastfeeding?,capability_inquiry
Do you provide baby care advice?,capability_inquiry
Are you capable of explaining birth defects?,capability_inquiry
Do you track pregnancy week by week?,capability_inquiry
Can you manage chronic disease advice?,capability_inquiry
Are you able to explain diabetes complications?,capability_inquiry
Do you provide blood pressure management tips?,capability_inquiry
Can you coach a patient with asthma?,capability_inquiry
Are you capable of advising cancer patients?,capability_inquiry
Do you offer nutritional care for chronic illness?,capability_inquiry
Are you able to explain rehabilitation options?,capability_inquiry
Can you speak in multiple languages?,capability_inquiry
Are you able to understand medical terms in Hindi?,capability_inquiry
Do you explain in simple language for children?,capability_inquiry
Can you provide medical images explanation?,capability_inquiry
Are you capable of sharing health articles?,capability_inquiry
Do you create daily health tips?,capability_inquiry
Can you give me tailored advice based on my health record?,capability_inquiry
Can you check my symptoms and tell me what I might have?,capability_inquiry
Are you able to list possible conditions from my symptoms?,capability_inquiry
Do you have the ability to provide a confirmed medical diagnosis?,capability_inquiry
Can you differentiate between flu and cold based on symptoms?,capability_inquiry
Are you capable of detecting early cancer signs?,capability_inquiry
Do you have the ability to recommend medicines safely?,capability_inquiry
Can you issue an official prescription I can take to a pharmacy?,capability_inquiry
Are you certified to prescribe controlled drugs?,capability_inquiry
Do you have the capability to suggest herbal or home remedies?,capability_inquiry
Can you provide alternatives if I cannot afford branded medicines?,capability_inquiry
Are you able to analyze my X-ray results?,capability_inquiry
Can you detect fractures from a scan?,capability_inquiry
Are you capable of explaining my MRI brain report?,capability_inquiry
Do you have the ability to compare my old and new test results?,capability_inquiry
Can you highlight abnormal values in blood reports?,capability_inquiry
Do you provide detailed explanations of pathology results?,capability_inquiry
Can you tell me if my reports are within normal range?,capability_inquiry
Are you able to predict future illness from current results?,capability_inquiry
Do you offer personalized health checkup suggestions?,capability_inquiry
Can you identify which tests I should take next?,capability_inquiry
Are you capable of creating a complete health plan?,capability_inquiry
Do you have the ability to build 7-day diet charts?,capability_inquiry
Are you able to adjust diet for medical conditions?,capability_inquiry
Can you recommend safe food for hypertension?,capability_inquiry
Do you provide low-salt dietary options?,capability_inquiry
Are you able to design a gym routine?,capability_inquiry
Do you track calories burned in exercise?,capability_inquiry
Can you guide me for home-based physiotherapy?,capability_inquiry
Are you capable of providing rehabilitation advice?,capability_inquiry
Can you generate workout adjustments for elderly patients?,capability_inquiry
Do you have the ability to send me daily medication reminders?,capability_inquiry
Are you able to track injection schedules?,capability_inquiry
Do you inform me when my prescription is running out?,capability_inquiry
Can you log input from wearable devices?,capability_inquiry
Are you able to sync with fitness watches?,capability_inquiry
Do you integrate data from glucose monitors?,capability_inquiry
Are you capable of sending my records to another doctor?,capability_inquiry
Do you keep my data private and safe?,capability_inquiry
Are you certified for HIPAA compliance?,capability_inquiry
Can you provide legal medical documentation?,capability_inquiry
Do you have the ability to connect me with a specialist?,capability_inquiry
Can you recommend a cardiologist near me?,capability_inquiry
Are you able to suggest which hospital to visit?,capability_inquiry
Do you provide ambulance booking?,capability_inquiry
Can you call a doctor home for me?,capability_inquiry
Are you capable of giving emergency triage advice?,capability_inquiry
Do you guide CPR step by step?,capability_inquiry
Can you tell me how to stop bleeding wounds?,capability_inquiry
Do you explain what to do in choking cases?,capability_inquiry
Are you able to guide a patient during seizures?,capability_inquiry
Can you handle poison ingestion cases?,capability_inquiry
Do you provide travel health advice?,capability_inquiry
Can you recommend vaccines before travel?,capability_inquiry
Are you capable of giving malaria prevention tips?,capability_inquiry
Do you provide preventive guidelines for dengue?,capability_inquiry
Can you guide about Zika travel alerts?,capability_inquiry
Do you handle child health advice?,capability_inquiry
Can you track my child’s vaccine charts?,capability_inquiry
Are you able to guide parents about child fever?,capability_inquiry
Do you provide infant nutrition guidelines?,capability_inquiry
Can you guide for common pediatric illnesses?,capability_inquiry
Are you capable of counseling teenagers?,capability_inquiry
Do you provide puberty education?,capability_inquiry
Can you track menstrual cycles?,capability_inquiry
Are you able to give contraceptive advice?,capability_inquiry
Do you handle family planning queries?,capability_inquiry
Can you suggest safe pregnancy practices?,capability_inquiry
Are you capable of monitoring maternal health?,capability_inquiry
Do you answer questions about newborn feeding?,capability_inquiry
Can you provide lactation counseling?,capability_inquiry
Do you teach breast pump usage?,capability_inquiry
Are you able to reassure anxious parents?,capability_inquiry
Can you provide emotional support for patients?,capability_inquiry
Do you offer meditation guidance for stress?,capability_inquiry
Can you create sleep improvement techniques?,capability_inquiry
Are you capable of handling insomnia issues?,capability_inquiry
Do you give guidance for panic attacks?,capability_inquiry
Can you provide relaxation exercises?,capability_inquiry
Do you handle chronic illness counseling?,capability_inquiry
Are you able to guide cancer patients psychologically?,capability_inquiry
Do you support patients’ caregivers?,capability_inquiry
Can you offer nutrition support during chemotherapy?,capability_inquiry
Do you help explain prognosis to family?,capability_inquiry
Are you capable of breaking bad news gently?,capability_inquiry
Can you roleplay as a doctor for practicing conversations?,capability_inquiry
Are you able to provide second opinions virtually?,capability_inquiry
Do you guide about health insurance claims?,capability_inquiry
Can you explain medical bills?,capability_inquiry
Do you provide information about government health schemes?,capability_inquiry
Can you generate a discharge summary?,capability_inquiry
Are you capable of issuing fitness certificates?,capability_inquiry
Do you remind about vaccination due dates?,capability_inquiry
Can you provide COVID-related updates?,capability_inquiry
Are you able to confirm COVID test results?,capability_inquiry
Do you explain what to do after a positive COVID test?,capability_inquiry
Do you advise on isolation guidelines?,capability_inquiry
Can you identify COVID variants?,capability_inquiry
Are you capable of triaging based on COVID symptoms?,capability_inquiry
Do you provide mental health support for loneliness?,capability_inquiry
Can you handle grief counseling?,capability_inquiry
Are you able to provide daily health tips?,capability_inquiry
Do you personalize reminders based on age?,capability_inquiry
Can you explain complicated terms in simpler words?,capability_inquiry
Can you act like a virtual doctor?,capability_inquiry
Are you able to perform a physical exam on me?,capability_inquiry
Do you have the capability to check my heartbeat remotely?,capability_inquiry
Can you monitor my oxygen saturation in real time?,capability_inquiry
Are you able to track my step count?,capability_inquiry
Can you analyse data from my smartwatch?,capability_inquiry
Do you have the ability to send me personalized alerts?,capability_inquiry
Can you generate health reports for my doctor?,capability_inquiry
Are you able to give me my health summary every week?,capability_inquiry
Do you track my calorie intake?,capability_inquiry
Can you scan barcodes of foods to log nutrition?,capability_inquiry
Are you able to recommend safe recipes?,capability_inquiry
Do you calculate my daily calorie needs?,capability_inquiry
Can you evaluate my BMI using input?,capability_inquiry
Are you able to simulate ideal weight targets?,capability_inquiry
Do you have the ability to coach me in weight loss?,capability_inquiry
Can you provide real-time blood pressure monitoring?,capability_inquiry
Are you able to tell me if my readings are dangerous?,capability_inquiry
Do you alert me if my glucose levels are too high?,capability_inquiry
Can you notify family members in case of health emergency?,capability_inquiry
Are you able to store emergency contacts?,capability_inquiry
Can you connect with 911 or local ambulance services?,capability_inquiry
Do you provide automated daily symptom checkups?,capability_inquiry
Are you capable of scheduling virtual meetings with doctors?,capability_inquiry
Do you handle follow-up reminders after appointments?,capability_inquiry
Can you provide personalized rehabilitation plans?,capability_inquiry
Are you able to track recovery progress?,capability_inquiry
Do you check medication compliance?,capability_inquiry
Can you remind patients who missed doses?,capability_inquiry
Are you capable of warning about expired medicines?,capability_inquiry
Can you log drug side effects?,capability_inquiry
Are you able to detect adverse drug interactions?,capability_inquiry
Do you recommend when to seek urgent care?,capability_inquiry
Can you prioritize urgent vs routine health issues?,capability_inquiry
Are you able to differentiate emergency cases?,capability_inquiry
Do you provide step-by-step CPR instruction?,capability_inquiry
Can you guide Heimlich maneuver for choking?,capability_inquiry
Are you capable of assisting in burns first aid?,capability_inquiry
Can you explain snake bite first aid?,capability_inquiry
Do you have the ability to give poisoning advice?,capability_inquiry
Can you guide safe dosage for children?,capability_inquiry
Are you able to calculate pediatric medicine dose?,capability_inquiry
Do you track vaccination schedules for kids?,capability_inquiry
Can you remind about school health checkups?,capability_inquiry
Are you able to teach good hygiene habits?,capability_inquiry
Do you provide travel health documents?,capability_inquiry
Can you explain quarantine rules?,capability_inquiry
Are you able to suggest vaccination certificates needed?,capability_inquiry
Do you give malaria precaution instructions?,capability_inquiry
Can you advise precautions for yellow fever?,capability_inquiry
Are you able to clarify travel health restrictions?,capability_inquiry
Do you provide reminders for annual flu shots?,capability_inquiry
Can you explain my genetic test results?,capability_inquiry
Are you able to tell me what hereditary risks I have?,capability_inquiry
Do you calculate family disease patterns?,capability_inquiry
Can you predict likelihood of inherited conditions?,capability_inquiry
Are you able to provide carrier screening explanation?,capability_inquiry
Can you guide reproductive health planning?,capability_inquiry
Do you suggest IVF centers?,capability_inquiry
Are you able to compare fertility options?,capability_inquiry
Can you help track ovulation cycles?,capability_inquiry
Do you remind about prenatal supplement intake?,capability_inquiry
Are you able to support gestational diabetes patients?,capability_inquiry
Do you explain fetal scan reports?,capability_inquiry
Can you give trimester week-by-week guidance?,capability_inquiry
Are you able to recommend safe pregnancy workouts?,capability_inquiry
Do you support anxiety management during pregnancy?,capability_inquiry
Can you track labor symptoms?,capability_inquiry
Are you able to guide new parents on newborn jaundice?,capability_inquiry
Do you explain baby growth charts?,capability_inquiry
Do you provide child vaccination reminders?,capability_inquiry
Are you able to help with breastfeeding patterns?,capability_inquiry
Can you provide parenting health education?,capability_inquiry
